shots_Ns,eps_carleman,eps_qsvt,eps_measurement,eps_additive_bound,eps_rss_predicted,shot_noise_R2,shot_noise_slope,classification
100,0.0095187,5.026e-11,0.037344314595647424,0.04686301464590742,0.03853833782493331,0.998335,0.9869,MEASURED
1000,0.0095187,5.026e-11,0.01440491462263748,0.023923614672897477,0.017265781620751347,0.998335,0.9869,MEASURED
10000,0.0095187,5.026e-11,0.004438299419157575,0.013956999469417574,0.010502578322683172,0.998335,0.9869,MEASURED
100000,0.0095187,5.026e-11,0.0013048705010049975,0.010823570551264997,0.009607722764234666,0.998335,0.9869,MEASURED
1000000,0.0095187,5.026e-11,0.0004229958977184583,0.009941695947978457,0.009528093997200417,0.998335,0.9869,MEASURED
